Country,ISO3 Code,Date,Price (EUR/MWhe)
Netherlands,NLD,2023-09-07,99.1
North Macedonia,MKD,2023-09-07,100.55
Norway,NOR,2023-09-07,27.34
Poland,POL,2023-09-07,102.31
Portugal,PRT,2023-09-07,106.82
Greece,GRC,2023-09-07,97.71
Sweden,SWE,2023-09-07,44.37
Switzerland,CHE,2023-09-07,100.56
United Kingdom,GBR,2023-09-07,102.95
Romania,ROU,2023-09-07,97.6
Serbia,SRB,2023-09-07,104.13
Bulgaria,BGR,2023-09-08,103.44
Slovenia,SVN,2023-09-08,108.1
Slovakia,SVK,2023-09-08,109.0
Serbia,SRB,2023-09-08,105.14
Romania,ROU,2023-09-08,103.44
Portugal,PRT,2023-09-08,104.74
Poland,POL,2023-09-08,111.19
Norway,NOR,2023-09-08,26.84
North Macedonia,MKD,2023-09-08,93.2
Netherlands,NLD,2023-09-08,109.45
Montenegro,MNE,2023-09-08,97.61
Luxembourg,LUX,2023-09-08,108.15
Belgium,BEL,2023-09-08,107.44
Lithuania,LTU,2023-09-08,124.48
Austria,AUT,2023-09-08,107.07
Ireland,IRL,2023-09-08,112.49
Hungary,HUN,2023-09-08,108.89
Greece,GRC,2023-09-08,98.43
Germany,DEU,2023-09-08,108.15
France,FRA,2023-09-08,102.44
Finland,FIN,2023-09-08,94.03
Estonia,EST,2023-09-08,124.48
Denmark,DNK,2023-09-08,109.88
Czechia,CZE,2023-09-08,109.21
Croatia,HRV,2023-09-08,108.1
Latvia,LVA,2023-09-08,124.48
Italy,ITA,2023-09-08,111.33
Sweden,SWE,2023-09-08,68.95
EU,EU,2023-09-08,103.76677419354839
Spain,ESP,2023-09-08,104.74
Switzerland,CHE,2023-09-08,106.51
United Kingdom,GBR,2023-09-08,105.37
Belgium,BEL,2023-09-09,91.89
United Kingdom,GBR,2023-09-09,97.25
Switzerland,CHE,2023-09-09,90.6
Sweden,SWE,2023-09-09,9.34
Spain,ESP,2023-09-09,100.56
Slovenia,SVN,2023-09-09,91.42
Slovakia,SVK,2023-09-09,91.07
Serbia,SRB,2023-09-09,88.87
Romania,ROU,2023-09-09,91.22
Portugal,PRT,2023-09-09,100.72
Poland,POL,2023-09-09,108.15
Norway,NOR,2023-09-09,23.2
North Macedonia,MKD,2023-09-09,83.41
Netherlands,NLD,2023-09-09,89.63
Montenegro,MNE,2023-09-09,91.09
Luxembourg,LUX,2023-09-09,93.72
Latvia,LVA,2023-09-09,121.51
Ireland,IRL,2023-09-09,121.8
Hungary,HUN,2023-09-09,91.08
Greece,GRC,2023-09-09,91.22
Germany,DEU,2023-09-09,93.72
France,FRA,2023-09-09,92.18
Finland,FIN,2023-09-09,6.66
Estonia,EST,2023-09-09,110.39
Denmark,DNK,2023-09-09,91.4
Czechia,CZE,2023-09-09,91.06
Croatia,HRV,2023-09-09,91.32
Bulgaria,BGR,2023-09-09,91.22
Austria,AUT,2023-09-09,93.69
Lithuania,LTU,2023-09-09,121.51
Italy,ITA,2023-09-09,101.63
EU,EU,2023-09-09,88.79129032258065
Bulgaria,BGR,2023-09-10,74.42
Croatia,HRV,2023-09-10,83.11
Czechia,CZE,2023-09-10,84.29
Denmark,DNK,2023-09-10,85.0
Estonia,EST,2023-09-10,82.39
Finland,FIN,2023-09-10,11.37
France,FRA,2023-09-10,78.52
Germany,DEU,2023-09-10,86.88
Greece,GRC,2023-09-10,74.27
Hungary,HUN,2023-09-10,83.92
Ireland,IRL,2023-09-10,116.89
Italy,ITA,2023-09-10,108.07
Lithuania,LTU,2023-09-10,90.47
Belgium,BEL,2023-09-10,83.11
Luxembourg,LUX,2023-09-10,86.88
Netherlands,NLD,2023-09-10,85.09
North Macedonia,MKD,2023-09-10,80.36
Norway,NOR,2023-09-10,22.44
Poland,POL,2023-09-10,86.06
Portugal,PRT,2023-09-10,103.29
Romania,ROU,2023-09-10,80.27
Serbia,SRB,2023-09-10,83.97
Slovakia,SVK,2023-09-10,83.88
Slovenia,SVN,2023-09-10,83.35
Spain,ESP,2023-09-10,101.9
Sweden,SWE,2023-09-10,12.09
Switzerland,CHE,2023-09-10,82.63
United Kingdom,GBR,2023-09-10,98.8
Montenegro,MNE,2023-09-10,79.65
Austria,AUT,2023-09-10,84.68
Latvia,LVA,2023-09-10,90.47
EU,EU,2023-09-10,80.27483870967743
United Kingdom,GBR,2023-09-11,116.79
Bulgaria,BGR,2023-09-11,140.55
EU,EU,2023-09-11,130.70096774193547
Croatia,HRV,2023-09-11,144.65
Czechia,CZE,2023-09-11,146.91
Denmark,DNK,2023-09-11,151.84
Estonia,EST,2023-09-11,186.98
Finland,FIN,2023-09-11,106.32
France,FRA,2023-09-11,115.93
Germany,DEU,2023-09-11,135.97
Greece,GRC,2023-09-11,117.66
Hungary,HUN,2023-09-11,145.88
Ireland,IRL,2023-09-11,152.89
Italy,ITA,2023-09-11,127.04
Austria,AUT,2023-09-11,130.88
Latvia,LVA,2023-09-11,191.2
Switzerland,CHE,2023-09-11,111.89
Luxembourg,LUX,2023-09-11,135.97
Montenegro,MNE,2023-09-11,111.15
Netherlands,NLD,2023-09-11,148.44
North Macedonia,MKD,2023-09-11,105.71
Norway,NOR,2023-09-11,25.08
Poland,POL,2023-09-11,131.15
Portugal,PRT,2023-09-11,116.63
Romania,ROU,2023-09-11,145.68
Serbia,SRB,2023-09-11,124.27
Slovakia,SVK,2023-09-11,146.49
Slovenia,SVN,2023-09-11,144.12
Spain,ESP,2023-09-11,116.63
Sweden,SWE,2023-09-11,52.73
Lithuania,LTU,2023-09-11,191.2
Belgium,BEL,2023-09-11,133.1
Spain,ESP,2023-09-12,115.98
Bulgaria,BGR,2023-09-12,106.73
Slovenia,SVN,2023-09-12,127.28
Slovakia,SVK,2023-09-12,128.84
Serbia,SRB,2023-09-12,148.29
Romania,ROU,2023-09-12,128.44
Portugal,PRT,2023-09-12,115.98
Poland,POL,2023-09-12,127.6
Norway,NOR,2023-09-12,26.14
North Macedonia,MKD,2023-09-12,136.61
Netherlands,NLD,2023-09-12,127.82
Montenegro,MNE,2023-09-12,133.6
Luxembourg,LUX,2023-09-12,134.15
Lithuania,LTU,2023-09-12,149.66
Latvia,LVA,2023-09-12,148.54
Italy,ITA,2023-09-12,126.61
Ireland,IRL,2023-09-12,179.08
Austria,AUT,2023-09-12,130.82
Hungary,HUN,2023-09-12,128.66
Greece,GRC,2023-09-12,103.75
Germany,DEU,2023-09-12,134.15
France,FRA,2023-09-12,108.57
Finland,FIN,2023-09-12,11.09
Estonia,EST,2023-09-12,111.56
Denmark,DNK,2023-09-12,131.24
Czechia,CZE,2023-09-12,128.95
Croatia,HRV,2023-09-12,127.71
Sweden,SWE,2023-09-12,28.56
Belgium,BEL,2023-09-12,119.96
United Kingdom,GBR,2023-09-12,112.4
Switzerland,CHE,2023-09-12,121.52
EU,EU,2023-09-12,118.07387096774194
Slovenia,SVN,2023-09-13,111.78
Slovakia,SVK,2023-09-13,113.05
Serbia,SRB,2023-09-13,114.23
Romania,ROU,2023-09-13,113.53
Portugal,PRT,2023-09-13,107.54
Poland,POL,2023-09-13,115.92
Norway,NOR,2023-09-13,25.9
North Macedonia,MKD,2023-09-13,115.59
Netherlands,NLD,2023-09-13,104.14
Montenegro,MNE,2023-09-13,113.64
Luxembourg,LUX,2023-09-13,109.39
Lithuania,LTU,2023-09-13,137.06
Latvia,LVA,2023-09-13,137.06
Italy,ITA,2023-09-13,127.24
Ireland,IRL,2023-09-13,124.83
Hungary,HUN,2023-09-13,113.0
Greece,GRC,2023-09-13,112.46
Germany,DEU,2023-09-13,109.39
France,FRA,2023-09-13,104.93
Finland,FIN,2023-09-13,92.64
Estonia,EST,2023-09-13,137.06
Denmark,DNK,2023-09-13,106.07
Belgium,BEL,2023-09-13,103.66
Czechia,CZE,2023-09-13,111.29
Croatia,HRV,2023-09-13,112.03
Bulgaria,BGR,2023-09-13,112.5
Switzerland,CHE,2023-09-13,107.89
Sweden,SWE,2023-09-13,59.7
Spain,ESP,2023-09-13,107.54
United Kingdom,GBR,2023-09-13,103.7
EU,EU,2023-09-13,108.87645161290322
Austria,AUT,2023-09-13,110.41
United Kingdom,GBR,2023-09-14,102.88
Switzerland,CHE,2023-09-14,106.71
Croatia,HRV,2023-09-14,121.75
Sweden,SWE,2023-09-14,76.94
Spain,ESP,2023-09-14,108.11
Slovenia,SVN,2023-09-14,122.98
Slovakia,SVK,2023-09-14,120.86
Serbia,SRB,2023-09-14,126.73
Romania,ROU,2023-09-14,118.07
Portugal,PRT,2023-09-14,108.11
Poland,POL,2023-09-14,121.51
Norway,NOR,2023-09-14,26.44
North Macedonia,MKD,2023-09-14,126.83
Netherlands,NLD,2023-09-14,116.82
Luxembourg,LUX,2023-09-14,123.61
Lithuania,LTU,2023-09-14,124.13
Latvia,LVA,2023-09-14,124.13
Italy,ITA,2023-09-14,128.91
Ireland,IRL,2023-09-14,111.5
Hungary,HUN,2023-09-14,120.95
Greece,GRC,2023-09-14,116.81
Germany,DEU,2023-09-14,123.61
France,FRA,2023-09-14,101.29
Finland,FIN,2023-09-14,95.96
Estonia,EST,2023-09-14,124.13
Czechia,CZE,2023-09-14,120.21
Montenegro,MNE,2023-09-14,124.21
Bulgaria,BGR,2023-09-14,117.62
Denmark,DNK,2023-09-14,120.75
Austria,AUT,2023-09-14,120.61
EU,EU,2023-09-14,113.27741935483871
Belgium,BEL,2023-09-14,108.43
Czechia,CZE,2023-09-15,108.39
Denmark,DNK,2023-09-15,107.87
Estonia,EST,2023-09-15,154.14
Finland,FIN,2023-09-15,98.72
France,FRA,2023-09-15,95.46
Germany,DEU,2023-09-15,109.49
Greece,GRC,2023-09-15,114.98
Hungary,HUN,2023-09-15,109.39
Ireland,IRL,2023-09-15,127.56
Italy,ITA,2023-09-15,130.34
Latvia,LVA,2023-09-15,154.14
Lithuania,LTU,2023-09-15,154.14
Luxembourg,LUX,2023-09-15,109.49
Netherlands,NLD,2023-09-15,106.3
North Macedonia,MKD,2023-09-15,117.38
Norway,NOR,2023-09-15,24.63
Poland,POL,2023-09-15,117.62
Portugal,PRT,2023-09-15,115.8
Romania,ROU,2023-09-15,115.36
Serbia,SRB,2023-09-15,111.7
Slovakia,SVK,2023-09-15,109.62
Slovenia,SVN,2023-09-15,108.92
Spain,ESP,2023-09-15,115.8
Sweden,SWE,2023-09-15,35.69
Switzerland,CHE,2023-09-15,101.49
United Kingdom,GBR,2023-09-15,104.58
Croatia,HRV,2023-09-15,108.9
Bulgaria,BGR,2023-09-15,115.36
Montenegro,MNE,2023-09-15,112.81
Austria,AUT,2023-09-15,109.71
EU,EU,2023-09-15,109.87870967741935
Belgium,BEL,2023-09-15,100.46
Sweden,SWE,2023-09-16,22.75
Czechia,CZE,2023-09-16,94.93
Denmark,DNK,2023-09-16,96.2
Estonia,EST,2023-09-16,120.0
United Kingdom,GBR,2023-09-16,95.97
Finland,FIN,2023-09-16,11.2
France,FRA,2023-09-16,80.92
Germany,DEU,2023-09-16,94.46
Greece,GRC,2023-09-16,95.22
Hungary,HUN,2023-09-16,94.77
Ireland,IRL,2023-09-16,116.72
Italy,ITA,2023-09-16,119.95
Latvia,LVA,2023-09-16,128.1
Lithuania,LTU,2023-09-16,128.1
Croatia,HRV,2023-09-16,94.27
Montenegro,MNE,2023-09-16,98.24
Netherlands,NLD,2023-09-16,95.89
North Macedonia,MKD,2023-09-16,95.53
Norway,NOR,2023-09-16,21.21
Poland,POL,2023-09-16,97.24
Portugal,PRT,2023-09-16,98.03
Romania,ROU,2023-09-16,94.64
Serbia,SRB,2023-09-16,94.43
Slovakia,SVK,2023-09-16,94.83
Slovenia,SVN,2023-09-16,94.1
Spain,ESP,2023-09-16,98.03
Switzerland,CHE,2023-09-16,87.83
Luxembourg,LUX,2023-09-16,94.46
Bulgaria,BGR,2023-09-16,94.64
Austria,AUT,2023-09-16,92.77
EU,EU,2023-09-16,91.46774193548387
Belgium,BEL,2023-09-16,90.07
Estonia,EST,2023-09-17,111.93
Finland,FIN,2023-09-17,9.66
France,FRA,2023-09-17,70.59
Germany,DEU,2023-09-17,79.82
Greece,GRC,2023-09-17,85.56
Hungary,HUN,2023-09-17,84.8
Ireland,IRL,2023-09-17,105.86
Italy,ITA,2023-09-17,108.97
Latvia,LVA,2023-09-17,111.93
Lithuania,LTU,2023-09-17,111.93
Luxembourg,LUX,2023-09-17,79.82
Montenegro,MNE,2023-09-17,79.82
North Macedonia,MKD,2023-09-17,83.68
Denmark,DNK,2023-09-17,64.99
Norway,NOR,2023-09-17,17.63
Poland,POL,2023-09-17,94.53
Portugal,PRT,2023-09-17,61.65
Romania,ROU,2023-09-17,84.73
Serbia,SRB,2023-09-17,79.23
Slovakia,SVK,2023-09-17,85.07
Slovenia,SVN,2023-09-17,84.24
Spain,ESP,2023-09-17,61.65
Sweden,SWE,2023-09-17,14.58
Switzerland,CHE,2023-09-17,80.44
United Kingdom,GBR,2023-09-17,97.36
Netherlands,NLD,2023-09-17,87.65
Czechia,CZE,2023-09-17,85.29
Croatia,HRV,2023-09-17,84.35
Bulgaria,BGR,2023-09-17,84.73
Belgium,BEL,2023-09-17,82.12
Austria,AUT,2023-09-17,78.41
EU,EU,2023-09-17,79.12967741935483
Estonia,EST,2023-09-18,132.68
Finland,FIN,2023-09-18,34.02
France,FRA,2023-09-18,74.01
Germany,DEU,2023-09-18,88.39
Greece,GRC,2023-09-18,87.06
Hungary,HUN,2023-09-18,88.53
Ireland,IRL,2023-09-18,125.48
Italy,ITA,2023-09-18,122.95
Latvia,LVA,2023-09-18,132.68
Lithuania,LTU,2023-09-18,132.68
Luxembourg,LUX,2023-09-18,88.39
Netherlands,NLD,2023-09-18,79.25
Denmark,DNK,2023-09-18,22.55
Norway,NOR,2023-09-18,9.13
Poland,POL,2023-09-18,103.76
Portugal,PRT,2023-09-18,109.38
Romania,ROU,2023-09-18,88.39
Serbia,SRB,2023-09-18,93.08
Slovakia,SVK,2023-09-18,88.6
Slovenia,SVN,2023-09-18,87.32
Spain,ESP,2023-09-18,109.38
Sweden,SWE,2023-09-18,7.39
Switzerland,CHE,2023-09-18,97.82
United Kingdom,GBR,2023-09-18,91.62
Montenegro,MNE,2023-09-18,92.74
Czechia,CZE,2023-09-18,87.9
North Macedonia,MKD,2023-09-18,96.39
Bulgaria,BGR,2023-09-18,88.39
EU,EU,2023-09-18,87.51741935483871
Croatia,HRV,2023-09-18,87.7
Belgium,BEL,2023-09-18,74.34
Austria,AUT,2023-09-18,91.04
United Kingdom,GBR,2023-09-19,66.94
Estonia,EST,2023-09-19,88.95
Finland,FIN,2023-09-19,-0.17
France,FRA,2023-09-19,40.58
Germany,DEU,2023-09-19,43.73
Greece,GRC,2023-09-19,79.91
Hungary,HUN,2023-09-19,91.59
Ireland,IRL,2023-09-19,103.86
Italy,ITA,2023-09-19,124.54
Latvia,LVA,2023-09-19,102.74
Lithuania,LTU,2023-09-19,102.74
Luxembourg,LUX,2023-09-19,43.73
Netherlands,NLD,2023-09-19,37.23
Denmark,DNK,2023-09-19,-0.73
Norway,NOR,2023-09-19,-1.4
Poland,POL,2023-09-19,107.16
Portugal,PRT,2023-09-19,108.06
Romania,ROU,2023-09-19,92.47
Serbia,SRB,2023-09-19,78.64
Slovakia,SVK,2023-09-19,92.5
Slovenia,SVN,2023-09-19,91.66
Spain,ESP,2023-09-19,108.06
Sweden,SWE,2023-09-19,-0.18
Switzerland,CHE,2023-09-19,86.17
Montenegro,MNE,2023-09-19,74.37
North Macedonia,MKD,2023-09-19,80.71
Czechia,CZE,2023-09-19,66.12
Bulgaria,BGR,2023-09-19,82.0
Belgium,BEL,2023-09-19,39.1
Austria,AUT,2023-09-19,69.63
EU,EU,2023-09-19,70.75387096774193
Croatia,HRV,2023-09-19,92.66
Finland,FIN,2023-09-20,2.17
France,FRA,2023-09-20,44.4
Germany,DEU,2023-09-20,56.23
United Kingdom,GBR,2023-09-20,62.84
Switzerland,CHE,2023-09-20,68.0
Sweden,SWE,2023-09-20,2.33
Spain,ESP,2023-09-20,91.43
Slovenia,SVN,2023-09-20,96.7
Slovakia,SVK,2023-09-20,100.1
Serbia,SRB,2023-09-20,91.05
Romania,ROU,2023-09-20,115.97
Poland,POL,2023-09-20,113.24
Estonia,EST,2023-09-20,116.67
Norway,NOR,2023-09-20,-1.03
North Macedonia,MKD,2023-09-20,93.75
Netherlands,NLD,2023-09-20,51.62
Montenegro,MNE,2023-09-20,92.08
Luxembourg,LUX,2023-09-20,56.23
Lithuania,LTU,2023-09-20,116.67
Latvia,LVA,2023-09-20,116.67
Italy,ITA,2023-09-20,127.0
Ireland,IRL,2023-09-20,75.73
Hungary,HUN,2023-09-20,98.99
Greece,GRC,2023-09-20,109.46
Portugal,PRT,2023-09-20,91.76
Denmark,DNK,2023-09-20,1.69
Czechia,CZE,2023-09-20,84.1
Croatia,HRV,2023-09-20,100.31
Bulgaria,BGR,2023-09-20,115.97
Belgium,BEL,2023-09-20,46.8
Austria,AUT,2023-09-20,79.88
EU,EU,2023-09-20,78.02612903225807
Finland,FIN,2023-09-21,1.28
France,FRA,2023-09-21,85.83
Germany,DEU,2023-09-21,103.93
Greece,GRC,2023-09-21,104.06
Hungary,HUN,2023-09-21,104.98
Ireland,IRL,2023-09-21,74.75
Italy,ITA,2023-09-21,118.71
Latvia,LVA,2023-09-21,158.0
Lithuania,LTU,2023-09-21,158.0
Luxembourg,LUX,2023-09-21,103.93
Montenegro,MNE,2023-09-21,108.6
North Macedonia,MKD,2023-09-21,110.31
Estonia,EST,2023-09-21,158.0
Norway,NOR,2023-09-21,4.14
Portugal,PRT,2023-09-21,93.87
Romania,ROU,2023-09-21,105.33
Serbia,SRB,2023-09-21,108.33
Slovakia,SVK,2023-09-21,105.37
Slovenia,SVN,2023-09-21,104.12
Spain,ESP,2023-09-21,93.87
Sweden,SWE,2023-09-21,1.28
Switzerland,CHE,2023-09-21,90.81
United Kingdom,GBR,2023-09-21,97.79
Netherlands,NLD,2023-09-21,103.68
Denmark,DNK,2023-09-21,54.35
Poland,POL,2023-09-21,99.68
Croatia,HRV,2023-09-21,104.43
EU,EU,2023-09-21,95.64774193548386
Austria,AUT,2023-09-21,103.48
Czechia,CZE,2023-09-21,104.58
Bulgaria,BGR,2023-09-21,105.29
Belgium,BEL,2023-09-21,94.3
United Kingdom,GBR,2023-09-22,101.28
Finland,FIN,2023-09-22,1.01
France,FRA,2023-09-22,86.96
Germany,DEU,2023-09-22,105.57
Greece,GRC,2023-09-22,109.78
Hungary,HUN,2023-09-22,105.5
Ireland,IRL,2023-09-22,142.0
Italy,ITA,2023-09-22,123.6
Latvia,LVA,2023-09-22,108.16
Lithuania,LTU,2023-09-22,108.16
Luxembourg,LUX,2023-09-22,105.57
Montenegro,MNE,2023-09-22,103.19
Netherlands,NLD,2023-09-22,104.85
Estonia,EST,2023-09-22,90.27
Poland,POL,2023-09-22,107.79
Portugal,PRT,2023-09-22,103.36
Romania,ROU,2023-09-22,106.56
Serbia,SRB,2023-09-22,102.85
Slovakia,SVK,2023-09-22,105.93
Slovenia,SVN,2023-09-22,103.9
Spain,ESP,2023-09-22,103.36
Sweden,SWE,2023-09-22,7.52
Switzerland,CHE,2023-09-22,100.58
North Macedonia,MKD,2023-09-22,102.29
Norway,NOR,2023-09-22,5.96
Denmark,DNK,2023-09-22,104.88
Croatia,HRV,2023-09-22,104.61
Bulgaria,BGR,2023-09-22,106.56
Belgium,BEL,2023-09-22,97.89
Austria,AUT,2023-09-22,105.03
EU,EU,2023-09-22,95.83064516129032
Czechia,CZE,2023-09-22,105.78
Germany,DEU,2023-09-23,95.34
Greece,GRC,2023-09-23,104.47
Hungary,HUN,2023-09-23,100.73
Ireland,IRL,2023-09-23,114.65
Italy,ITA,2023-09-23,114.95
Latvia,LVA,2023-09-23,110.21
Lithuania,LTU,2023-09-23,110.21
Luxembourg,LUX,2023-09-23,95.34
Montenegro,MNE,2023-09-23,91.89
Netherlands,NLD,2023-09-23,98.81
Poland,POL,2023-09-23,110.71
Norway,NOR,2023-09-23,9.62
France,FRA,2023-09-23,96.78
Portugal,PRT,2023-09-23,110.81
Romania,ROU,2023-09-23,100.77
Serbia,SRB,2023-09-23,94.31
Slovakia,SVK,2023-09-23,101.13
Slovenia,SVN,2023-09-23,100.09
Spain,ESP,2023-09-23,110.78
Sweden,SWE,2023-09-23,3.06
Switzerland,CHE,2023-09-23,92.63
United Kingdom,GBR,2023-09-23,105.24
North Macedonia,MKD,2023-09-23,103.22
Finland,FIN,2023-09-23,3.06
Estonia,EST,2023-09-23,110.21
Denmark,DNK,2023-09-23,91.23
Austria,AUT,2023-09-23,96.99
Belgium,BEL,2023-09-23,97.86
EU,EU,2023-09-23,92.76774193548388
Croatia,HRV,2023-09-23,100.32
Czechia,CZE,2023-09-23,99.61
Bulgaria,BGR,2023-09-23,100.77
Germany,DEU,2023-09-24,66.44
Greece,GRC,2023-09-24,86.74
Montenegro,MNE,2023-09-24,72.94
Hungary,HUN,2023-09-24,62.37
Ireland,IRL,2023-09-24,106.58
Italy,ITA,2023-09-24,95.22
Latvia,LVA,2023-09-24,40.15
Lithuania,LTU,2023-09-24,40.15
Luxembourg,LUX,2023-09-24,66.44
Netherlands,NLD,2023-09-24,60.12
Romania,ROU,2023-09-24,62.19
Norway,NOR,2023-09-24,7.52
Poland,POL,2023-09-24,102.83
France,FRA,2023-09-24,45.28
Serbia,SRB,2023-09-24,79.11
Slovakia,SVK,2023-09-24,62.61
Slovenia,SVN,2023-09-24,60.75
Spain,ESP,2023-09-24,82.21
Sweden,SWE,2023-09-24,5.36
Switzerland,CHE,2023-09-24,71.94
United Kingdom,GBR,2023-09-24,51.31
North Macedonia,MKD,2023-09-24,91.24
Finland,FIN,2023-09-24,2.21
Portugal,PRT,2023-09-24,101.66
Denmark,DNK,2023-09-24,53.95
EU,EU,2023-09-24,62.02967741935484
Austria,AUT,2023-09-24,66.77
Belgium,BEL,2023-09-24,52.38
Estonia,EST,2023-09-24,40.15
Croatia,HRV,2023-09-24,61.29
Czechia,CZE,2023-09-24,62.82
Bulgaria,BGR,2023-09-24,62.19
Germany,DEU,2023-09-25,109.42
Greece,GRC,2023-09-25,113.02
Hungary,HUN,2023-09-25,110.86
Ireland,IRL,2023-09-25,60.16
Italy,ITA,2023-09-25,114.57
Latvia,LVA,2023-09-25,105.21
Lithuania,LTU,2023-09-25,105.21
Luxembourg,LUX,2023-09-25,109.42
Montenegro,MNE,2023-09-25,106.06
Netherlands,NLD,2023-09-25,111.27
North Macedonia,MKD,2023-09-25,103.72
France,FRA,2023-09-25,94.39
Portugal,PRT,2023-09-25,119.13
Romania,ROU,2023-09-25,108.48
Serbia,SRB,2023-09-25,107.45
Slovakia,SVK,2023-09-25,111.02
Slovenia,SVN,2023-09-25,109.49
Spain,ESP,2023-09-25,118.63
Sweden,SWE,2023-09-25,-0.4
Switzerland,CHE,2023-09-25,102.94
United Kingdom,GBR,2023-09-25,82.73
Norway,NOR,2023-09-25,2.03
Poland,POL,2023-09-25,129.89
Estonia,EST,2023-09-25,105.21
Denmark,DNK,2023-09-25,65.22
Finland,FIN,2023-09-25,-0.4
Austria,AUT,2023-09-25,108.08
Belgium,BEL,2023-09-25,105.85
EU,EU,2023-09-25,95.10451612903225
Croatia,HRV,2023-09-25,109.4
Czechia,CZE,2023-09-25,111.7
Bulgaria,BGR,2023-09-25,108.48
Greece,GRC,2023-09-26,112.24
Hungary,HUN,2023-09-26,123.09
Netherlands,NLD,2023-09-26,125.1
Ireland,IRL,2023-09-26,81.15
Italy,ITA,2023-09-26,121.26
Latvia,LVA,2023-09-26,110.05
Lithuania,LTU,2023-09-26,110.05
Luxembourg,LUX,2023-09-26,131.72
Montenegro,MNE,2023-09-26,122.15
North Macedonia,MKD,2023-09-26,120.13
Serbia,SRB,2023-09-26,117.3
Poland,POL,2023-09-26,120.82
Romania,ROU,2023-09-26,112.79
Germany,DEU,2023-09-26,131.72
Slovakia,SVK,2023-09-26,124.17
Slovenia,SVN,2023-09-26,123.8
Spain,ESP,2023-09-26,123.57
Sweden,SWE,2023-09-26,20.46
Switzerland,CHE,2023-09-26,113.4
United Kingdom,GBR,2023-09-26,106.18
Norway,NOR,2023-09-26,8.7
France,FRA,2023-09-26,112.72
Portugal,PRT,2023-09-26,123.57
Estonia,EST,2023-09-26,110.05
Denmark,DNK,2023-09-26,127.04
Czechia,CZE,2023-09-26,125.27
Croatia,HRV,2023-09-26,116.72
Bulgaria,BGR,2023-09-26,112.79
Belgium,BEL,2023-09-26,118.68
Austria,AUT,2023-09-26,126.7
EU,EU,2023-09-26,107.61
Finland,FIN,2023-09-26,2.52
Montenegro,MNE,2023-09-27,114.35
Luxembourg,LUX,2023-09-27,126.84
Lithuania,LTU,2023-09-27,103.21
Hungary,HUN,2023-09-27,118.36
Italy,ITA,2023-09-27,127.86
Ireland,IRL,2023-09-27,105.74
Greece,GRC,2023-09-27,108.06
Latvia,LVA,2023-09-27,103.21
Netherlands,NLD,2023-09-27,118.34
Portugal,PRT,2023-09-27,115.25
Norway,NOR,2023-09-27,13.91
Poland,POL,2023-09-27,118.64
Germany,DEU,2023-09-27,126.84
Serbia,SRB,2023-09-27,110.74
Slovakia,SVK,2023-09-27,119.16
Slovenia,SVN,2023-09-27,114.79
Spain,ESP,2023-09-27,114.35
Sweden,SWE,2023-09-27,14.93
Switzerland,CHE,2023-09-27,105.86
United Kingdom,GBR,2023-09-27,102.96
North Macedonia,MKD,2023-09-27,115.5
France,FRA,2023-09-27,101.1
Romania,ROU,2023-09-27,106.82
Estonia,EST,2023-09-27,103.21
EU,EU,2023-09-27,103.57677419354839
Austria,AUT,2023-09-27,123.04
Belgium,BEL,2023-09-27,109.96
Finland,FIN,2023-09-27,10.79
Croatia,HRV,2023-09-27,114.26
Czechia,CZE,2023-09-27,120.26
Denmark,DNK,2023-09-27,115.72
Bulgaria,BGR,2023-09-27,106.82
Greece,GRC,2023-09-28,114.28
Hungary,HUN,2023-09-28,112.99
Ireland,IRL,2023-09-28,101.29
Italy,ITA,2023-09-28,114.06
Latvia,LVA,2023-09-28,90.21
Lithuania,LTU,2023-09-28,90.21
Luxembourg,LUX,2023-09-28,113.66
Montenegro,MNE,2023-09-28,110.23
Netherlands,NLD,2023-09-28,109.68
North Macedonia,MKD,2023-09-28,110.11
Poland,POL,2023-09-28,110.5
Portugal,PRT,2023-09-28,115.35
Germany,DEU,2023-09-28,113.66
Serbia,SRB,2023-09-28,112.11
Slovakia,SVK,2023-09-28,112.78
Slovenia,SVN,2023-09-28,111.45
Spain,ESP,2023-09-28,114.0
Sweden,SWE,2023-09-28,10.2
Switzerland,CHE,2023-09-28,103.09
United Kingdom,GBR,2023-09-28,76.3
Norway,NOR,2023-09-28,10.17
Romania,ROU,2023-09-28,112.84
France,FRA,2023-09-28,94.84
Estonia,EST,2023-09-28,90.21
Finland,FIN,2023-09-28,26.32
Austria,AUT,2023-09-28,112.69
Belgium,BEL,2023-09-28,101.04
EU,EU,2023-09-28,96.73612903225806
Croatia,HRV,2023-09-28,112.05
Czechia,CZE,2023-09-28,112.73
Denmark,DNK,2023-09-28,66.93
Bulgaria,BGR,2023-09-28,112.84
Ireland,IRL,2023-09-29,86.64
Norway,NOR,2023-09-29,11.45
Latvia,LVA,2023-09-29,92.98
Lithuania,LTU,2023-09-29,92.98
Luxembourg,LUX,2023-09-29,105.35
Montenegro,MNE,2023-09-29,107.38
Netherlands,NLD,2023-09-29,99.25
North Macedonia,MKD,2023-09-29,107.9
Italy,ITA,2023-09-29,130.85
Hungary,HUN,2023-09-29,104.81
Portugal,PRT,2023-09-29,119.63
Romania,ROU,2023-09-29,106.63
Serbia,SRB,2023-09-29,104.44
Slovakia,SVK,2023-09-29,105.04
